"Parent.ID","Extraction...PNNL.Quick.Reference","Date.of.Extraction","Date.of.Sampling","Time.in.Freezer..Days.","DNA.Extraction.Kit.Used","Lab.ID.Used.During.Extraction..label.on.tube..sometimes.different.from.BF...","Owen.s.Notation.for.sequencing","Filter.Portion.Details","Full.filtration.Details","Filter.Used.for.Extraction","Total.volume.filtered.through.whole.filter..L.","X..Of.Whole.Filter.Used","Weight.of.whole.filter","Weight.of.filter.fraction.used..mg.","Filtered.Volume.Used.in.extraction.L.","DNA.Yield..ng.µl.","DNA.Yield..µg.µl.","X260...280","X260...230","Elution.Volume..µl.","Sample.Volume.Used..µl.","Remaining.Volume","Total.µg","Total.ng","ng.normalized.per.ml.of.filtered.volume","Qubit.Kit.used","Actual.Nucleic..Acid.Conc...ng.ul.","Total..Amount...ng.","Total..Amount...µg.","ng.per.mL.of.filtered.volume.2","Date.Shipped.for.Sequencing","Azenta.ID","Sample.Volume","Actual.nucleic.acid.conc...ng.µL.","A260.A280","A260.A230","Actual..Nucleic..Acid..Conc....ng.ul.2","Total..Amount...ng.3","X.Reads","Yield..Mbases.","Mean.quality.score","X..Bases...30","DNA.Yield..ng.µl.4","X260...280.5","X260...2306","Total.nanograms","Post.Extraction.Kit.Used","DNA.ID.s.combined","DNA.Yield..ng.µl.7","DNA.Yield..µg.µl.8","X260...280.9","X260...23010","Elution.Volume..µl..11","Sample.Volume.Used..µl.12","Remaining.Volume.13","Total.µg14","Total.ng15","Qubit.Kit.used16","Actual..Nucleic..Acid..Conc....ng.ul.17","Total..Amount...ng.18","Total..Amount...µg.19","Filter.Used.for.Extraction.Fixed_Name","Experiment.index..Parent.Sample.unique.ids.used.for.DMP.","Subsample.Filter...for.Quick.Reference","Replicate..","Filter.Pore.Size","Filter.Diameter","Filter.material","Filtration.Sequence","Filter.Fraction2","Filtration.Equipment","Person.Filtering","Time.of.Filter.Subsample..Collection..When.filter.is.done.filtering.","Date.filtered","Date.of.Sample.Collection","Time.between.sampling.and.filtration..days.","Sample.Location","Time.of.parent.sample.collection","Sampling.Method...At.initial.time.of.water.collection.","Total.Sample.Volume.Collected..L.","Volume.Filtered.through.individual.filter..L.","Filtrate.kept.","DNA.extracted.","X..of.Filter.destructively.sampled.if.DNA.extracted","Sequenced..x","DNA.Sample.ID.s.","Additional.Notes","Date","Sampling.Time","Year","Month","Day","Hour","Min","Tidal.Stage","Site.Coordinates","Latitude","Longitude","Crew","Sampling.Method","Volume.Collected...L.","Secchi.Depth..m....Secchi.Disk.","Time.of.Secchi.measurement..Sechhi.Disk.","Cloud.Cover..Observation.","Sea.State....Observation.","Wind.speed...Gust..m.s.....Hand.held.Anemometer.","Air.Temp...C....Hand.held.Anemometer.","Water.temperature...C.....YSI.Sensor.","Dissolved.Oxygen..mg.L....YSI.Sensor.","Salinity..ppt....YSI.Sensor.","Turbidity.......YSI.Sensor.","pH...YSI.Sensor.","Chlorophyll........YSI.Sensor.","P.E.........YSI.Sensor.","water_level..m..NAVD88....Sequim.Dock.Data.","temp..degC...Sequim.Dock.Data.","do..mg.L...Sequim.Dock.Data.","salinity..ppt...Sequim.Dock.Data.","airtemp_avg..degC...Sequim.Dock.Data.","baro_pressure..Pa...Sequim.Dock.Data.","rh......Sequim.Dock.Data.","rain..mm...Sequim.Dock.Data.","winddir..deg.from...Sequim.Dock.Data.","windspeed_avg..m.s...Sequim.Dock.Data.","windspeed_max..m.s...Sequim.Dock.Data.","land.par_avg..Sequim.Dock.Data.","underwater.lower_par..Sequim.Dock.Data.","underwater.upper_par..Sequim.Dock.Data.","chlorophyll..Sequim.Dock.Data.","phycoerythrin..ppb...Sequim.Dock.Data.","cdom..ppb...Sequim.Dock.Data.","pco2_water..Sequim.Dock.Data.","pco2_air..Sequim.Dock.Data.","o2_water..Sequim.Dock.Data.","o2_air","pH..Sequim.Dock.Data.","Environment.Notes..observation.","Processing.Notes","X..of.Macro.filters.produced","X..of.Micro.filters.produced","X..of.PIco.filters.produced","X..of.viral.filters.produced","DNA.Extracted.from.Filters.","Sequenced..y","TargetSequencingDepth","Grouping","kappa","C","LR","modelR","LRstar","diversity","No.OfViralCluster","No.OfAssemblies","No.Of10kbupAssemblies","No.OfViralContig","Read.Count","Subset_highest_cyanos","ProSyn_cyanos","Synechococcus","Prochlorococcus","Subset_highest_synphage","Subset_highest_prophage","Subset_highest_phages","Dictyostelium.discoideum","X20241018_cyano_all_genomes","X20241018_pro_all_genomes","X20241018_syn_all_genomes","X20241021_cyanophage_all_genomes","X20241021_proc_phage_all_genomes","X20241021_syn_phage_all_genomes","amoeba_genome_5_all","Subset_highest_cyanos_rpm","ProSyn_cyanos_rpm","Synechococcus_rpm","Prochlorococcus_rpm","Subset_highest_synphage_rpm","Subset_highest_prophage_rpm","Subset_highest_phages_rpm","Dictyostelium.discoideum_rpm","X20241018_cyano_all_genomes_rpm","X20241018_pro_all_genomes_rpm","X20241018_syn_all_genomes_rpm","X20241021_cyanophage_all_genomes_rpm","X20241021_proc_phage_all_genomes_rpm","X20241021_syn_phage_all_genomes_rpm","amoeba_genome_5_all_rpm"
"NW_FE_026","#242",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot . 178012801",NA,"20241209-PNNL-NRB-Seq242","VIRAL (< 0.22µm) aPES filter cup","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","BF-243-b",6,0.25,NA,NA,1.5,7.6,0.0076,1.46,0.11,100,4,96,0.7296,729.6,486.4,"1X dsDNA HS kit",0.29,27.84,0.02784,18.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-243b","NW_FE_026","BF-243-a-d","R2","0.2µm","90mm","aPES","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","VIRAL (< 0.22µm)","Filter cup","KJ NR",15H 5M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,6,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_026","#243",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot . 178012801",NA,"20241209-PNNL-NRB-Seq243","VIRAL (< 0.22µm) aPES filter cup","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","BF-243-c",6,0.25,NA,NA,1.5,6.7,0.0067,1.39,0.13,100,4,96,0.6432,643.2,428.8,"1X dsDNA HS kit",1.71,164.16,0.16416,109.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-243c","NW_FE_026","BF-243-a-d","R2","0.2µm","90mm","aPES","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","VIRAL (< 0.22µm)","Filter cup","KJ NR",15H 5M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,6,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_026","#244",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot . 178012801",NA,"20241209-PNNL-NRB-Seq244","VIRAL (< 0.22µm) aPES filter cup","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","BF-243-d",6,0.25,NA,NA,1.5,7.2,0.0072,1.26,0.46,100,4,96,0.6912,691.2,460.8,"1X dsDNA HS kit",1.02,97.92,0.09792,65.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-243d","NW_FE_026","BF-243-a-d","R2","0.2µm","90mm","aPES","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","VIRAL (< 0.22µm)","Filter cup","KJ NR",15H 5M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,6,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_026","#245",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq245","VIRAL (< 0.22µm) MCE membrane","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","BF-244",1.5,1,NA,NA,1.5,6.5,0.0065,1.32,0.38,100,14,86,0.559,559,372.666666666667,"1X dsDNA HS kit",1.03,88.58,0.08858,59.0533333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-244","NW_FE_026","BF-244","R1","0.2µm","47mm","MCE","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","VIRAL (< 0.22µm)","Single flask","KJ NB",13H 52M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,1.5,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_026","#246",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq246","VIRAL (< 0.22µm) MCE membrane","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","BF-245",1.5,1,NA,NA,1.5,4.8,0.0048,1.19,0.12,100,4,96,0.4608,460.8,307.2,"1X dsDNA HS kit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-245","NW_FE_026","BF-245","R2","0.2µm","47mm","MCE","20 -> 5 -> 0.2µm -> Overnight Floculation -> 0.2µm","VIRAL (< 0.22µm)","Single flask","KJ NB",14H 46M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,1.5,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_026","#247",2024-12-10,2024-12-03,7,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq247","VIRAL (< 0.22µm) MCE membrane","20 -> 5 -> 0.2µm -> 0.05µm serial filtration","BF-246",0.675,1,NA,NA,0.675,4.3,0.0043,1.21,0.38,100,4,96,0.4128,412.8,611.555555555555,"1X dsDNA HS kit",0.734,70.464,0.070464,104.391111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-246","NW_FE_026","BF-246","R1","0.05µm","47mm","MCE","20 -> 5 -> 0.2µm -> 0.05µm serial filtration","VIRAL (< 0.22µm)","Single flask","KJ",13H 2M 0S,2024-12-04,2024-12-03,1,"PNNL-Sequim North Eelgrass Tank",8H 50M 0S,"Surface grab",40,0.675,"no","Yes",1,"No",NA,NA,2024-12-03,8H 50M 0S,2024,12,3,8,50,NA,NA,NA,NA,"NRB, KMJ, SCT, IPM","Surface grab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some leakage through cracked 5µm filter - may see some larger fragments on 0.2µm filters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_018","#248",2024-12-10,2024-08-14,118,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq248","Pico (> 0.22µm ) MCE membrane","20 -> 5 -> 0.2µm serial filtration","BF-142",1.8,1,NA,NA,1.8,36.9,0.0369,1.74,0.96,100,4,96,3.5424,3542.4,1968,"1X dsDNA HS kit",23.1,2217.6,2.2176,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-142","NW_FE_018","BF-142","R1","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",13H 40M 0S,2024-08-16,2024-08-14,2,"PNNL-Sequim Floating Dock",11H 50M 0S,"Surface grab",13,1.8,NA,"Yes",1,"No",NA,NA,2024-08-14,11H 50M 0S,2024,8,14,11,50,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","NRB, IVC","Surface grab",13,3.5,11H 50M 0S,"partially cloudy","mostly calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100596428,13.22910023,8.758000374,31.61380005,14.90999985,1018.900024,87.19999695,0,174.5,1.157999992,1.465999961,0,3018,7999,21.5984993,-0.042599998,0.273000002,422.2214433,430.1007433,22.16845,21.246322,8.081723,"Very sunny, higher water level and lower visibility than normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_018","#249",2024-12-10,2024-08-14,118,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq249","Pico (> 0.22µm ) aPES filter cup","20 -> 5 -> 0.2µm serial filtration","BF-143",5,1,NA,NA,5,6.7,0.0067,1.3,0.4,100,4,96,0.6432,643.2,128.64,"1X dsDNA HS kit",0.388,37.248,0.037248,7.4496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-143","NW_FE_018","BF-143","R1","0.2µm",NA,"aPES","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Filter cup","MPF",14H 10M 0S,2024-08-16,2024-08-14,2,"PNNL-Sequim Floating Dock",11H 50M 0S,"Surface grab",13,5,"500","Yes",1,"No",NA,NA,2024-08-14,11H 50M 0S,2024,8,14,11,50,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","NRB, IVC","Surface grab",13,3.5,11H 50M 0S,"partially cloudy","mostly calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100596428,13.22910023,8.758000374,31.61380005,14.90999985,1018.900024,87.19999695,0,174.5,1.157999992,1.465999961,0,3018,7999,21.5984993,-0.042599998,0.273000002,422.2214433,430.1007433,22.16845,21.246322,8.081723,"Very sunny, higher water level and lower visibility than normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_009","#250",2024-12-10,2024-07-03,160,"Qiagen DNeasy PowerWater Kit Cat No. 14900-50-NF Lot .",NA,"20241209-PNNL-NRB-Seq250","Pico (> 0.22µm ) MCE membrane","20 -> 5 -> 0.2µm serial filtration","BF-053",1.2,0.5,NA,NA,0.6,4.8,0.0048,1.13,0.01,100,4,96,0.4608,460.8,768,"1X dsDNA HS kit",1.62,155.52,0.15552,259.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-053","NW_FE_009","BF-053","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF",16H 37M 0S,2024-07-03,2024-07-03,0,"PNNL-Sequim Pier",13H 11M 0S,"Peristaltic pump and in-line",5,1.2,NA,"No",1,"No","20240719-PNNL-NRB-Seq63, 20241209-PNNL-NRB-Seq250",NA,2024-07-03,13H 11M 0S,2024,7,3,13,11,"Flood","48°04'45""N 123°02'42""W","48.079268839568002","-123.045054208037","NRB, MPF","20µm → 5µm in-line peristaltic pump filtration",5,5.5,13H 40M 0S,"none","calm, fast current",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36755,11.5542,8.049,31.4383,11.05,1025.51,91.6,0,169,2.361,2.932,237.9,3262,7999,1.0406,1.278,0.819,496.8924,435.576366666667,20.09109,21.2653466666667,7.89919,"1. Sampling location close to piling and floating kelp 
2. In-line","1. Filters holders not fully tighted until filters wetted slightly by water flow (so as to prevent cracking)
2. Large soft tubing, best for peristcltic pump, slightly warped and warm after disconnecting from pump.
3. 5L filtered with one 5µm and 20µm filter used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_012","#251",2025-01-30,2024-07-23,191,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601",NA,"20250130-PNNL-KMJ-Seq251","Macro ( > 20µm) Nylon Net","20 -> 5 -> 0.2µm serial filtration","BF-068",5,1,NA,NA,5,5.5,0.0055,1.97,0.02,100,4,96,0.528,528,105.6,"1X dsDNA HS kit",1.73,166.08,0.16608,33.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-068","NW_FE_012","BF-068","R2","20µm",NA,"Nylon","20 -> 5 -> 0.2µm serial filtration","Macro ( > 20µm)","In-line pump","MPF",10H 35M 0S,2024-07-23,2024-07-23,0,"PNNL-Sequim Floating Dock",10H 30M 0S,"Surface grab",22,5,NA,"Yes",1,NA,"20250130-PNNL-KMJ-Seq251",NA,2024-07-23,10H 30M 0S,2024,7,23,10,30,"Ebb","48°04'45""N 123°02'42""W","48.079340000000002","-123.045097","MPF, NRB","Surface grab",22,NA,NA,"partially cloudy","fast surface current",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.910263,11.4591,7.265,31.3504,13.29,1023.117,74.94,0,347.8,1.654,3.132,0,3204,7999,2.057,0.0426,1.092,461.5607,430.988,20.5269566666667,21.13006,7.974967,"1. Secchi hit bottom but current is too strong for a good reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_020","#252",2025-01-30,2024-08-14,169,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601",NA,"20250130-PNNL-KMJ-Seq252","Macro ( > 20µm) Nylon Net","20 -> 5 -> 0.2µm serial filtration","BF-135",8,1,NA,NA,8,5.7,0.0057,1.72,0.07,100,4,96,0.5472,547.2,68.4,"1X dsDNA HS kit",1.28,122.88,0.12288,15.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-135","NW_FE_020","BF-135","R1","20µm",NA,"Nylon","20 -> 5 -> 0.2µm serial filtration","Macro ( > 20µm)","Single flask","NRB",12H 46M 0S,2024-08-15,2024-08-14,1,"PNNL-Sequim Floating Dock",12H 55M 0S,"Surface grab",13,8,NA,"Yes",1,"No","20250130-PNNL-KMJ-Seq252",NA,2024-08-14,12H 55M 0S,2024,8,14,12,55,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","NRB, IVC","Surface grab",13,3.5,12H 50M 0S,"mostly sunny","small ripples",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.214626551,12.95849991,8.409999847,31.61400032,14.14000034,1018.900024,87.30000305,0,151.6000061,0,0,0.665000021,3043,7999,32.40380096,0,0.273000002,422.2214433,430.1007433,22.16845,21.246322,8.022449,"Stronger surface current, low visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_FE_020","#253",2025-01-30,2024-08-14,169,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601",NA,"20250130-PNNL-KMJ-Seq253","Micro (> 5µm) Nylon Net","20 -> 5 -> 0.2µm serial filtration","BF-136a",8,0.33333,NA,NA,2.66664,6.2,0.0062,4.56,0.06,100,4,96,0.5952,595.2,223.20223202232,"1X dsDNA HS kit",0.081,7.776,0.007776,2.9160291602916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BF-136a","NW_FE_020","BF-136a-c","R1","5µm","90mm","Nylon","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","Single flask","NRB",13H 51M 0S,2024-08-15,2024-08-14,1,"PNNL-Sequim Floating Dock",12H 55M 0S,"Surface grab",13,8,NA,"Yes",1,"No","20250130-PNNL-KMJ-Seq253, 20250130-PNNL-KMJ-Seq254, 20250130-PNNL-KMJ-Seq255",NA,2024-08-14,12H 55M 0S,2024,8,14,12,55,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","NRB, IVC","Surface grab",13,3.5,12H 50M 0S,"mostly sunny","small ripples",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.214626551,12.95849991,8.409999847,31.61400032,14.14000034,1018.900024,87.30000305,0,151.6000061,0,0,0.665000021,3043,7999,32.40380096,0,0.273000002,422.2214433,430.1007433,22.16845,21.246322,8.022449,"Stronger surface current, low visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
